Time_Step,Vehicles_in_CBD,Current_Toll_Fee,CBD_Avg_Speed_mps,Global_Avg_Speed_mps,Total_Revenue,Detoured_Vehicles
5730,25,6.0,12.45,11.95,6185.32,1568
5740,26,6.4,11.93,12.28,6206.32,1571
5750,25,6.0,12.42,12.31,6224.92,1575
5760,23,5.21,12.15,12.13,6238.93,1576
5770,22,4.83,13.25,12.37,6246.56,1578
5780,23,5.21,12.2,12.38,6261.27,1581
5790,22,4.83,12.02,11.75,6274.12,1583
5800,27,6.79,12.22,12.37,6279.72,1584
5810,26,6.4,12.05,12.35,6292.32,1587
5820,24,5.6,12.85,12.45,6313.52,1589
5830,24,5.6,11.81,12.71,6330.13,1594
5840,21,4.48,11.64,12.29,6337.2,1597
5850,19,3.85,11.23,12.18,6343.14,1598
5860,19,3.85,12.27,12.04,6348.92,1599
5870,19,3.85,11.15,11.97,6363.02,1604
5880,19,3.85,10.94,12.34,6368.27,1604
5890,22,4.83,10.89,11.94,6372.42,1606
5900,25,6.0,11.13,12.13,6375.22,1609
5910,24,5.6,12.48,12.13,6394.83,1616
5920,26,6.4,12.77,11.6,6408.19,1620
5930,25,6.0,12.68,12.3,6418.18,1623
5940,24,5.6,12.63,12.56,6437.99,1627
5950,22,4.83,11.91,12.11,6443.59,1630
5960,21,4.48,11.86,12.5,6463.69,1633
5970,23,5.21,12.88,12.39,6473.38,1637
5980,26,6.4,12.52,12.35,6485.18,1639
5990,28,7.17,13.18,12.6,6495.93,1643
6000,26,6.4,12.53,12.13,6519.47,1646
6010,27,6.79,11.9,12.28,6542.25,1649
6020,23,5.21,13.23,12.07,6551.05,1652
6030,23,5.21,12.17,11.91,6568.72,1656
6040,22,4.83,11.08,12.33,6577.86,1658
6050,22,4.83,12.38,12.26,6590.7,1660
6060,22,4.83,12.48,12.13,6602.79,1662
6070,19,3.85,11.38,12.27,6607.44,1663
6080,17,3.34,13.02,12.42,6614.76,1664
6090,18,3.58,12.44,11.97,6623.48,1667
6100,17,3.34,12.39,12.09,6625.15,1669
6110,20,4.15,12.23,12.48,6630.52,1670
6120,23,5.21,11.79,12.2,6644.51,1675
6130,23,5.21,11.79,12.15,6649.91,1677
6140,25,6.0,12.5,12.14,6670.52,1685
6150,25,6.0,12.64,12.38,6676.32,1685
6160,25,6.0,12.57,12.44,6695.9,1688
6170,24,5.6,12.19,12.2,6707.31,1693
6180,23,5.21,12.6,12.44,6723.53,1696
6190,28,7.17,11.65,12.13,6733.11,1696
6200,29,7.52,12.53,12.29,6763.0,1699
6210,27,6.79,13.07,12.52,6773.91,1704
6220,27,6.79,11.0,11.96,6789.91,1707
6230,29,7.52,10.88,11.68,6811.89,1711
6240,30,7.85,12.23,12.01,6847.21,1712
6250,32,8.42,12.32,12.23,6864.04,1713
6260,33,8.66,11.48,11.92,6872.7,1715
6270,27,6.79,12.68,12.26,6912.05,1719
6280,26,6.4,12.14,12.26,6928.25,1726
6290,22,4.83,11.89,12.12,6936.07,1726
6300,23,5.21,12.4,12.17,6941.28,1728
6310,25,6.0,12.02,12.3,6961.09,1732
6320,25,6.0,11.5,11.8,6970.88,1736
6330,24,5.6,13.03,12.17,6982.68,1740
6340,24,5.6,12.7,12.23,6994.28,1740
6350,22,4.83,13.03,12.22,7012.18,1742
6360,20,4.15,12.85,12.34,7024.82,1745
6370,17,3.34,12.09,12.1,7030.66,1749
6380,17,3.34,12.51,12.2,7032.33,1753
6390,19,3.85,12.44,12.27,7038.11,1754
6400,24,5.6,12.41,12.25,7046.58,1754
6410,23,5.21,12.25,12.29,7055.0,1755
6420,22,4.83,13.23,12.48,7068.23,1759
6430,24,5.6,12.85,12.34,7079.05,1761
6440,25,6.0,12.33,12.29,7098.65,1764
6450,26,6.4,12.62,12.5,7111.05,1768
6460,26,6.4,12.18,12.46,7130.05,1771
6470,26,6.4,12.32,12.43,7152.44,1777
6480,27,6.79,11.99,12.35,7164.64,1780
6490,27,6.79,11.61,12.21,7190.82,1786
6500,29,7.52,13.15,12.45,7198.34,1788
6510,27,6.79,12.04,12.1,7216.41,1793
6520,22,4.83,11.9,12.57,7231.8,1802
6530,18,3.58,13.28,12.7,7245.06,1804
6540,13,2.67,12.61,12.41,7251.33,1804
6550,13,2.67,12.05,12.65,7253.88,1807
6560,11,2.46,11.99,12.34,7255.11,1807
6570,13,2.67,12.15,12.63,7257.72,1807
6580,10,2.38,11.87,12.54,7259.0,1808
6590,9,2.31,12.38,12.67,7263.62,1809
6600,14,2.8,12.12,12.39,7265.02,1809
6610,14,2.8,12.49,12.2,7269.15,1809
6620,14,2.8,13.04,12.62,7271.95,1811
6630,16,3.13,12.54,12.33,7276.24,1811
6640,19,3.85,11.87,12.54,7283.07,1814
6650,20,4.15,12.43,12.65,7285.0,1817
6660,22,4.83,12.47,12.08,7296.25,1823
6670,20,4.15,13.14,12.42,7304.65,1826
6680,23,5.21,11.73,12.5,7311.07,1829
6690,24,5.6,12.91,12.44,7319.08,1831
6700,23,5.21,12.68,12.54,7337.71,1840
6710,24,5.6,11.95,12.34,7352.51,1845
6720,33,8.66,11.96,12.12,7375.5,1849
6730,32,8.42,13.09,12.61,7396.9,1853
6740,30,7.85,12.62,12.42,7409.12,1858
6750,28,7.17,12.58,12.21,7431.99,1863
6760,26,6.4,12.87,12.62,7471.13,1870
6770,25,6.0,12.81,12.53,7489.93,1871
6780,25,6.0,12.37,12.37,7499.13,1872
6790,27,6.79,12.57,12.72,7509.5,1874
6800,29,7.52,12.93,12.81,7534.37,1876
6810,25,6.0,11.94,12.62,7547.74,1876
6820,24,5.6,13.31,12.46,7559.54,1878
6830,23,5.21,13.04,12.47,7579.55,1880
6840,20,4.15,12.38,12.23,7586.62,1880
6850,20,4.15,12.17,12.2,7597.0,1886
6860,20,4.15,13.26,12.57,7605.3,1888
6870,18,3.58,12.99,12.66,7611.23,1891
6880,17,3.34,11.92,12.37,7616.61,1892
6890,13,2.67,13.77,12.78,7623.85,1893
6900,12,2.55,11.43,12.43,7626.3,1895
6910,11,2.46,11.55,12.35,7628.86,1895
6920,13,2.67,13.16,12.86,7630.13,1896
6930,16,3.13,11.9,12.44,7634.26,1899
6940,18,3.58,12.08,12.73,7639.53,1901
6950,20,4.15,13.17,12.54,7649.36,1903
6960,23,5.21,11.81,12.82,7653.51,1906
6970,26,6.4,11.88,12.6,7659.51,1909
6980,27,6.79,12.81,12.61,7683.08,1914
6990,30,7.85,12.3,12.3,7709.7,1919
7000,28,7.17,11.23,12.48,7720.45,1923
7010,30,7.85,11.63,12.52,7727.79,1927
7020,32,8.42,12.38,12.37,7768.32,1933
7030,31,8.15,12.24,12.62,7785.51,1938
7040,26,6.4,12.28,12.75,7805.86,1943
7050,25,6.0,12.02,12.42,7817.46,1944
7060,25,6.0,11.42,12.22,7838.46,1947
7070,24,5.6,11.24,12.45,7853.06,1950
7080,22,4.83,12.42,12.19,7866.1,1952
7090,22,4.83,12.16,12.7,7874.74,1953
7100,21,4.48,11.34,12.28,7881.99,1955
7110,23,5.21,12.16,12.41,7893.9,1956
7120,21,4.48,13.13,12.5,7898.38,1957
7130,20,4.15,11.9,12.73,7911.49,1960
7140,22,4.83,12.57,12.64,7922.24,1962
7150,27,6.79,12.74,12.16,7936.85,1965
7160,28,7.17,13.07,12.89,7947.22,1966
7170,25,6.0,12.64,12.76,7962.62,1968
7180,25,6.0,12.54,12.5,7987.21,1973
7190,22,4.83,12.58,12.58,7998.43,1976
7200,23,5.21,13.27,12.8,8001.04,1979
7210,22,4.83,13.61,12.57,8015.92,1979
7220,19,3.85,13.65,12.47,8039.56,1980
7230,18,3.58,13.01,12.73,8045.2,1981
7240,17,3.34,13.3,12.63,8051.68,1984
7250,17,3.34,12.73,12.14,8061.71,1985
7260,18,3.58,12.92,12.69,8066.52,1987
7270,21,4.48,12.57,12.45,8071.0,1990
7280,22,4.83,12.68,12.46,8075.48,1991
7290,24,5.6,12.48,12.33,8090.55,2000
7300,25,6.0,13.02,12.32,8101.95,2002
7310,24,5.6,12.7,12.36,8113.55,2007
7320,24,5.6,11.83,12.28,8127.55,2012
7330,24,5.6,13.12,12.67,8149.96,2018
7340,24,5.6,12.45,12.49,8155.36,2020
7350,27,6.79,11.7,12.34,8170.57,2023
7360,28,7.17,12.69,12.54,8190.93,2025
7370,26,6.4,12.53,12.5,8201.49,2027
7380,25,6.0,12.52,12.43,8227.07,2031
7390,24,5.6,11.89,12.31,8232.87,2034
7400,21,4.48,11.39,12.25,8252.78,2038
7410,22,4.83,12.35,12.26,8257.44,2040
7420,18,3.58,11.3,12.19,8266.98,2043
7430,15,2.95,12.98,12.35,8270.02,2045
7440,15,2.95,12.34,12.36,8274.47,2046
7450,15,2.95,10.96,12.48,8279.17,2047
7460,17,3.34,12.24,12.83,8282.21,2047
7470,18,3.58,12.54,12.59,8283.89,2048
7480,18,3.58,11.3,12.42,8290.47,2051
7490,23,5.21,12.01,12.19,8301.42,2054
7500,27,6.79,13.19,12.73,8311.21,2056
7510,27,6.79,12.06,12.31,8321.96,2058
7520,25,6.0,11.93,11.96,8334.56,2064
7530,21,4.48,12.78,12.61,8350.24,2071
7540,22,4.83,12.03,12.16,8367.17,2076
7550,22,4.83,11.83,12.09,8374.25,2077
7560,22,4.83,12.21,12.48,8381.69,2080
7570,23,5.21,13.14,12.67,8392.11,2083
7580,23,5.21,12.53,12.54,8414.65,2088
7590,23,5.21,12.51,12.51,8425.07,2090
7600,19,3.85,12.69,12.37,8434.43,2091
7610,19,3.85,11.49,12.37,8436.36,2091
7620,18,3.58,11.96,12.12,8452.52,2094
7630,18,3.58,12.91,12.39,8456.11,2095
7640,16,3.13,12.48,12.48,8458.03,2098
7650,17,3.34,11.44,12.38,8461.18,2099
7660,15,2.95,11.65,12.19,8470.7,2103
7670,19,3.85,12.36,12.35,8473.66,2105
7680,18,3.58,11.73,12.01,8475.58,2107
7690,21,4.48,12.7,12.26,8479.59,2111
7700,19,3.85,13.0,12.27,8492.08,2114
7710,22,4.83,11.88,12.04,8499.94,2119
7720,23,5.21,12.21,12.02,8507.96,2127
7730,25,6.0,12.62,12.2,8522.96,2131
7740,28,7.17,12.69,12.49,8538.55,2135
7750,26,6.4,13.0,12.48,8548.91,2140
7760,25,6.0,12.87,12.55,8579.07,2147
7770,27,6.79,12.34,12.39,8591.87,2151
7780,23,5.21,12.28,12.17,8607.07,2155
7790,22,4.83,12.61,12.23,8616.73,2160
7800,24,5.6,11.87,12.27,8638.55,2163
7810,19,3.85,11.45,12.13,8641.15,2165
7820,20,4.15,11.83,11.99,8645.31,2167
7830,22,4.83,11.39,11.94,8654.46,2168
7840,22,4.83,11.32,11.92,8673.28,2170
7850,19,3.85,11.97,12.08,8675.35,2171
7860,18,3.58,11.27,12.22,8676.92,2172
7870,18,3.58,11.73,11.94,8683.61,2174
7880,21,4.48,12.31,12.24,8693.57,2176
7890,23,5.21,12.33,12.27,8695.99,2177
7900,24,5.6,12.13,11.65,8701.79,2183
7910,23,5.21,11.81,11.96,8716.59,2190
7920,24,5.6,12.34,11.89,8738.6,2197
7930,23,5.21,12.86,11.72,8752.41,2201
7940,21,4.48,12.23,12.16,8763.97,2203
7950,24,5.6,11.74,12.08,8766.38,2205
7960,27,6.79,11.74,12.0,8782.57,2206
7970,26,6.4,12.46,11.87,8805.94,2212
7980,31,8.15,12.03,12.21,8829.25,2216
7990,30,7.85,11.04,11.5,8845.09,2222
8000,31,8.15,11.42,11.62,8868.78,2224
8010,29,7.52,11.7,12.01,8885.33,2228
8020,30,7.85,11.41,11.63,8915.74,2232
8030,27,6.79,11.68,11.97,8922.53,2236
8040,27,6.79,11.54,11.86,8949.86,2238
8050,25,6.0,11.78,11.76,8977.02,2241
8060,22,4.83,11.4,12.19,8981.85,2242
8070,17,3.34,12.29,11.94,8987.24,2245
8080,19,3.85,11.76,11.77,8994.18,2245
8090,14,2.8,12.98,12.29,9002.25,2248
8100,12,2.55,11.68,11.45,9005.98,2250
8110,14,2.8,12.32,12.04,9007.26,2252
8120,15,2.95,11.56,12.06,9011.61,2257
8130,14,2.8,13.02,12.22,9014.74,2258
8140,15,2.95,12.76,12.07,9020.35,2258
8150,17,3.34,11.51,12.1,9026.45,2259
8160,17,3.34,11.81,12.05,9029.8,2261
8170,19,3.85,11.73,12.09,9035.07,2265
8180,21,4.48,12.03,12.3,9043.54,2270
8190,20,4.15,12.37,12.38,9052.17,2273
8200,26,6.4,11.63,12.29,9060.38,2277
8210,26,6.4,12.69,12.34,9075.98,2280
8220,25,6.0,12.48,12.84,9094.57,2282
8230,27,6.79,13.03,12.53,9114.16,2284
8240,26,6.4,12.56,12.62,9126.95,2287
8250,26,6.4,11.98,12.51,9141.35,2290
8260,22,4.83,13.23,12.22,9157.19,2295
8270,19,3.85,12.43,12.54,9171.51,2301
8280,15,2.95,12.31,12.54,9172.99,2301
8290,14,2.8,12.15,11.99,9177.42,2301
8300,14,2.8,13.55,12.6,9184.91,2302
8310,15,2.95,12.73,12.19,9187.71,2302
8320,12,2.55,12.49,12.37,9187.71,2303
8330,13,2.67,13.11,12.41,9194.31,2304
8340,11,2.46,13.27,12.11,9198.31,2305
8350,12,2.55,12.22,12.64,9202.0,2305
8360,13,2.67,11.71,12.2,9203.33,2307
8370,18,3.58,13.13,12.54,9208.14,2309
8380,19,3.85,13.33,12.63,9208.14,2310
8390,18,3.58,13.4,12.56,9213.92,2314
8400,20,4.15,13.16,12.38,9223.56,2318
8410,19,3.85,13.53,12.5,9234.73,2324
8420,19,3.85,12.59,12.68,9236.65,2325
8430,23,5.21,11.39,12.32,9241.19,2329
8440,24,5.6,13.12,12.76,9257.99,2335
8450,28,7.17,12.47,12.52,9277.96,2341
8460,29,7.52,11.15,12.22,9292.82,2344
8470,32,8.42,12.05,12.34,9317.22,2347
8480,31,8.15,12.64,12.7,9342.2,2352
8490,30,7.85,12.57,12.57,9354.56,2357
8500,26,6.4,11.63,12.18,9389.13,2363
8510,26,6.4,12.49,12.54,9402.13,2368
8520,23,5.21,11.38,12.37,9407.93,2370
8530,24,5.6,11.67,12.34,9419.14,2372
8540,24,5.6,12.1,12.46,9427.54,2374
8550,24,5.6,12.25,12.43,9454.38,2380
8560,27,6.79,11.77,12.57,9457.77,2381
8570,26,6.4,11.58,12.4,9476.56,2386
8580,26,6.4,12.69,12.5,9492.16,2388
8590,28,7.17,12.37,12.65,9508.54,2389
8600,27,6.79,11.7,12.37,9525.51,2392
8610,22,4.83,12.21,12.32,9541.88,2395
8620,24,5.6,11.99,12.37,9554.16,2397
8630,25,6.0,11.78,12.07,9559.76,2398
8640,28,7.17,12.0,12.13,9582.14,2401
8650,24,5.6,12.41,12.4,9598.32,2405
8660,24,5.6,11.85,12.07,9611.94,2407
8670,22,4.83,13.11,12.28,9622.2,2409
8680,25,6.0,12.03,12.25,9624.61,2413
8690,22,4.83,11.98,12.19,9645.27,2414
8700,19,3.85,12.71,12.73,9649.62,2416
8710,18,3.58,11.54,11.95,9661.34,2418
8720,19,3.85,12.04,12.09,9667.12,2420
8730,19,3.85,12.89,12.44,9675.45,2422
8740,20,4.15,11.96,12.4,9681.53,2424
8750,17,3.34,12.45,12.38,9688.72,2424
8760,17,3.34,12.21,12.7,9691.77,2426
8770,18,3.58,11.99,11.73,9695.11,2428
8780,23,5.21,12.5,12.53,9703.71,2431
8790,24,5.6,12.94,12.61,9720.52,2438
8800,21,4.48,11.77,12.14,9727.78,2441
8810,21,4.48,12.51,12.39,9741.06,2447
8820,22,4.83,12.5,12.48,9749.52,2452
8830,22,4.83,10.67,12.11,9759.9,2453
8840,19,3.85,12.36,12.24,9762.14,2456
8850,19,3.85,12.91,12.58,9773.56,2456
8860,20,4.15,11.88,12.07,9780.64,2458
8870,18,3.58,12.52,12.12,9790.15,2460
8880,19,3.85,12.44,12.39,9793.73,2460
8890,18,3.58,11.44,12.16,9799.51,2462
8900,19,3.85,11.13,12.01,9808.87,2468
8910,20,4.15,12.09,11.98,9816.57,2469
8920,20,4.15,11.8,12.06,9826.35,2472
8930,18,3.58,11.1,12.08,9828.02,2473
8940,17,3.34,12.31,11.87,9833.04,2473
8950,18,3.58,12.83,12.32,9841.4,2475
8960,17,3.34,11.23,12.03,9846.92,2477
8970,19,3.85,12.24,12.15,9855.91,2480
8980,21,4.48,12.58,12.3,9858.15,2482
8990,23,5.21,11.83,12.03,9865.05,2484
9000,23,5.21,11.84,11.99,9869.88,2489
9010,26,6.4,11.9,12.03,9892.9,2495
9020,26,6.4,12.37,12.06,9905.89,2499
9030,24,5.6,11.95,11.8,9917.89,2503
9040,20,4.15,11.81,11.9,9927.45,2506
9050,19,3.85,12.16,12.14,9937.08,2507
9060,18,3.58,10.21,11.96,9944.93,2509
9070,18,3.58,12.18,11.68,9950.07,2511
9080,19,3.85,11.79,12.07,9955.71,2511
9090,20,4.15,11.98,11.95,9966.13,2513
9100,18,3.58,12.93,11.99,9974.46,2520
9110,22,4.83,11.44,11.93,9978.63,2523
9120,24,5.6,11.75,11.65,9986.65,2527
9130,26,6.4,11.91,11.93,10003.47,2533
9140,25,6.0,12.11,11.68,10022.46,2539
9150,21,4.48,11.78,11.51,10031.07,2541
9160,19,3.85,11.72,11.79,10041.95,2544
9170,20,4.15,11.17,12.07,10050.42,2545
9180,22,4.83,12.09,11.84,10064.39,2549
9190,23,5.21,12.74,11.78,10069.61,2553
9200,26,6.4,11.77,12.09,10086.03,2555
9210,22,4.83,12.69,12.09,10096.67,2559
9220,22,4.83,12.57,11.99,10106.9,2562
9230,22,4.83,12.1,12.33,10116.39,2564
9240,20,4.15,12.72,12.16,10134.01,2568
9250,17,3.34,12.93,12.25,10141.58,2568
9260,17,3.34,11.07,12.06,10146.61,2569
9270,20,4.15,12.34,12.24,10148.4,2570
9280,24,5.6,12.05,12.23,10166.27,2573
9290,22,4.83,12.67,12.18,10171.87,2576
9300,24,5.6,11.86,12.15,10187.71,2581
9310,28,7.17,11.76,12.16,10204.86,2586
9320,24,5.6,12.72,12.17,10234.19,2588
9330,23,5.21,12.16,12.32,10239.79,2591
9340,18,3.58,12.49,12.11,10239.79,2592
9350,20,4.15,12.21,12.07,10251.11,2598
9360,20,4.15,12.82,12.15,10261.65,2599
9370,20,4.15,12.47,12.35,10266.31,2600
9380,20,4.15,12.83,12.36,10272.87,2602
9390,21,4.48,12.66,12.13,10283.57,2605
9400,19,3.85,11.58,12.31,10290.13,2609
9410,21,4.48,11.74,11.79,10301.21,2613
9420,22,4.83,11.84,12.24,10310.7,2614
9430,21,4.48,12.06,12.42,10322.78,2616
9440,23,5.21,10.94,12.37,10327.28,2619
9450,24,5.6,11.06,12.29,10339.04,2622
9460,26,6.4,12.72,12.34,10345.24,2623
9470,29,7.52,11.63,12.32,10367.4,2628
9480,29,7.52,11.96,12.11,10396.95,2632
9490,27,6.79,11.89,11.89,10419.33,2636
9500,28,7.17,11.74,12.33,10438.7,2642
9510,27,6.79,12.56,12.47,10462.83,2647
9520,27,6.79,12.24,11.88,10469.8,2649
9530,22,4.83,11.48,12.14,10494.6,2657
9540,20,4.15,11.54,12.18,10499.43,2658
9550,23,5.21,11.39,12.2,10513.06,2662
9560,25,6.0,11.53,11.96,10515.86,2663
9570,26,6.4,12.62,12.16,10528.06,2667
9580,28,7.17,11.65,12.27,10545.02,2670
9590,23,5.21,11.66,12.22,10563.22,2673
9600,23,5.21,12.17,12.49,10574.43,2678
9610,23,5.21,11.76,12.38,10587.65,2681
9620,24,5.6,11.52,12.54,10610.06,2686
9630,26,6.4,12.32,12.18,10616.06,2686
9640,26,6.4,11.99,12.24,10632.06,2689
9650,25,6.0,12.79,12.49,10656.85,2692
9660,21,4.48,12.17,12.28,10669.17,2694
9670,22,4.83,11.69,12.4,10681.25,2695
9680,23,5.21,11.96,12.35,10693.53,2698
9690,19,3.85,12.74,12.65,10699.46,2699
9700,15,2.95,11.88,12.24,10704.52,2700
9710,17,3.34,12.19,12.27,10717.49,2701
9720,20,4.15,11.07,12.29,10721.24,2702
9730,21,4.48,12.28,12.71,10725.24,2704
9740,26,6.4,12.33,12.48,10731.04,2705
9750,25,6.0,12.1,12.57,10748.19,2710
9760,25,6.0,12.32,12.53,10759.39,2716
9770,28,7.17,11.35,12.51,10779.56,2721
9780,29,7.52,12.75,12.38,10797.66,2723
9790,30,7.85,12.27,12.0,10828.39,2726
9800,29,7.52,12.1,12.34,10854.71,2729
9810,28,7.17,11.61,12.42,10875.63,2734
9820,25,6.0,11.85,11.87,10886.19,2738
9830,22,4.83,11.98,12.31,10901.45,2741
9840,24,5.6,11.33,12.49,10924.65,2743
9850,24,5.6,11.46,12.14,10932.86,2746
9860,28,7.17,12.39,12.29,10947.37,2750
9870,26,6.4,12.09,11.98,10950.95,2754
9880,25,6.0,11.3,12.27,10972.35,2758
9890,24,5.6,12.19,12.4,10986.36,2760
9900,30,7.85,11.65,12.14,11011.57,2765
9910,29,7.52,12.12,12.13,11023.18,2768
9920,30,7.85,11.63,12.15,11034.46,2772
9930,31,8.15,10.84,11.89,11046.38,2774
9940,27,6.79,12.59,12.27,11084.22,2777
9950,23,5.21,12.01,11.97,11099.42,2778
9960,25,6.0,11.57,12.16,11108.02,2780
9970,22,4.83,12.2,12.34,11120.11,2783
9980,24,5.6,12.25,12.43,11134.32,2789
9990,23,5.21,11.92,12.07,11153.54,2794
10000,24,5.6,11.36,12.08,11161.94,2797
10010,25,6.0,12.0,12.29,11169.76,2799
10020,24,5.6,12.11,12.03,11181.76,2806
10030,24,5.6,12.06,12.43,11195.76,2810
10040,24,5.6,11.7,12.33,11219.56,2811
10050,25,6.0,11.34,11.9,11236.76,2813
10060,24,5.6,12.55,12.4,11242.37,2813
10070,25,6.0,11.73,12.11,11254.17,2814
10080,19,3.85,12.36,12.18,11269.82,2819
10090,17,3.34,11.83,12.14,11275.19,2821
10100,19,3.85,11.29,12.35,11284.28,2823
10110,17,3.34,13.2,12.27,11284.28,2823
10120,20,4.15,12.1,12.04,11288.13,2827
10130,20,4.15,12.32,12.58,11294.36,2829
10140,21,4.48,12.67,12.46,11304.06,2830
10150,22,4.83,12.51,12.37,11308.72,2832
10160,21,4.48,11.88,12.48,11318.39,2835
10170,22,4.83,12.46,12.49,11330.67,2839
10180,23,5.21,12.05,12.08,11338.11,2843
10190,24,5.6,10.72,11.83,11346.32,2844
10200,22,4.83,11.89,12.14,11355.99,2846
10210,21,4.48,12.26,11.99,11365.48,2848
10220,22,4.83,12.05,12.09,11372.73,2851
10230,26,6.4,12.27,12.37,11391.39,2853
10240,27,6.79,11.65,12.07,11410.97,2857
10250,27,6.79,12.46,12.37,11435.68,2859
10260,26,6.4,11.38,12.3,11452.64,2864
10270,24,5.6,12.17,12.12,11458.84,2867
10280,21,4.48,12.78,12.26,11477.27,2871
10290,18,3.58,12.4,12.11,11485.34,2875
10300,19,3.85,12.63,12.06,11492.4,2877
10310,17,3.34,12.94,12.65,11498.22,2877
10320,20,4.15,11.98,12.14,11502.09,2881
10330,21,4.48,11.99,11.89,11508.48,2881
10340,18,3.58,13.37,12.1,11519.63,2883
10350,19,3.85,13.57,12.07,11523.63,2886
10360,20,4.15,12.88,12.28,11529.41,2887
10370,16,3.13,13.09,12.49,11538.22,2889
10380,13,2.67,13.31,12.33,11542.28,2889
10390,16,3.13,11.77,12.1,11545.08,2891
10400,18,3.58,12.74,12.34,11553.34,2894
10410,21,4.48,12.2,12.15,11562.13,2898
10420,20,4.15,12.79,12.32,11571.64,2901
10430,18,3.58,12.61,12.22,11575.22,2902
10440,19,3.85,11.88,12.33,11586.37,2905
10450,19,3.85,12.46,12.49,11592.15,2909
10460,19,3.85,12.16,12.07,11599.85,2911
10470,19,3.85,11.91,12.14,11603.43,2916
10480,22,4.83,11.55,12.06,11616.6,2919
10490,23,5.21,12.25,12.4,11624.04,2921
10500,21,4.48,12.1,12.03,11633.54,2927
10510,23,5.21,11.72,12.43,11641.17,2932
10520,24,5.6,12.86,12.41,11662.99,2937
10530,24,5.6,12.41,12.12,11676.99,2938
10540,25,6.0,11.22,12.03,11685.01,2940
10550,27,6.79,11.7,12.27,11707.39,2944
10560,29,7.52,11.75,12.09,11725.46,2948
10570,30,7.85,11.28,12.25,11733.15,2948
10580,24,5.6,12.84,12.55,11744.39,2955
10590,25,6.0,12.07,12.19,11764.59,2959
10600,26,6.4,12.23,12.43,11783.98,2962
10610,25,6.0,12.48,12.23,11799.37,2964
10620,21,4.48,12.5,12.47,11813.02,2968
10630,20,4.15,9.89,12.05,11814.95,2969
10640,19,3.85,10.96,11.86,11822.65,2969
10650,19,3.85,12.31,12.22,11830.35,2970
10660,19,3.85,12.02,12.5,11838.21,2971
10670,19,3.85,10.41,12.02,11847.84,2973
10680,20,4.15,12.06,12.56,11849.91,2976
10690,23,5.21,11.34,12.15,11865.3,2979
10700,25,6.0,10.82,12.14,11871.1,2982
10710,25,6.0,12.06,12.2,11890.29,2986
10720,26,6.4,12.29,12.34,11902.49,2993
10730,30,7.85,12.02,12.07,11923.97,2996
10740,26,6.4,11.73,12.0,11937.91,3001
10750,28,7.17,11.78,12.21,11950.91,3007
10760,27,6.79,12.01,11.66,11971.28,3009
10770,30,7.85,12.21,12.23,11996.66,3014
10780,29,7.52,11.93,12.1,12008.1,3017
10790,27,6.79,11.96,11.63,12025.44,3019
